TimeSeries ID,t_0_value_used_bytes_sum_div_scale resource.namespace_name=kube-system,t_0_value_used_bytes_sum_div_scale resource.namespace_name=gmp-system,t_0_value_used_bytes_sum_div_scale resource.namespace_name=akoflow
resource.namespace_name,kube-system,gmp-system,akoflow
Thu May 09 2024 21:01:00 GMT-0300 (Horário Padrão de Brasília),36.53632608323427,117.05210434782609,undefined
Thu May 09 2024 21:02:00 GMT-0300 (Horário Padrão de Brasília),36.80262469092313,118.79735652173913,undefined
Thu May 09 2024 21:03:00 GMT-0300 (Horário Padrão de Brasília),36.76334761014306,115.82775652173913,undefined
Thu May 09 2024 21:04:00 GMT-0300 (Horário Padrão de Brasília),38.32853927922875,116.35756521739131,undefined
Thu May 09 2024 21:05:00 GMT-0300 (Horário Padrão de Brasília),37.93537570062027,114.91951304347828,102.8466288248698
Thu May 09 2024 21:06:00 GMT-0300 (Horário Padrão de Brasília),37.79515652223543,115.65412173913043,103.63972981770833
Thu May 09 2024 21:07:00 GMT-0300 (Horário Padrão de Brasília),37.946766054046485,114.22942608695652,104.45770263671874
Thu May 09 2024 21:08:00 GMT-0300 (Horário Padrão de Brasília),37.67614696747182,114.67909565217391,105.12496948242188
Thu May 09 2024 21:09:00 GMT-0300 (Horário Padrão de Brasília),37.615660263070524,117.83568695652174,105.85174560546875
Thu May 09 2024 21:10:00 GMT-0300 (Horário Padrão de Brasília),38.127047854827,118.22302608695652,106.60888671875
Thu May 09 2024 21:11:00 GMT-0300 (Horário Padrão de Brasília),37.73192042217952,118.4055652173913,107.22320556640625
Thu May 09 2024 21:12:00 GMT-0300 (Horário Padrão de Brasília),37.46562181449066,119.22921739130435,107.9352315266927
Thu May 09 2024 21:13:00 GMT-0300 (Horário Padrão de Brasília),37.55949403755503,117.0031304347826,108.58133951822917
Thu May 09 2024 21:14:00 GMT-0300 (Horário Padrão de Brasília),37.55949403755503,117.0031304347826,108.58133951822917
Thu May 09 2024 21:15:00 GMT-0300 (Horário Padrão de Brasília),39.75194068669839,113.0273391304348,57.11336135864258
Thu May 09 2024 21:16:00 GMT-0300 (Horário Padrão de Brasília),38.713061900065604,114.88389565217392,93.18389892578125
Thu May 09 2024 21:17:00 GMT-0300 (Horário Padrão de Brasília),40.32577883689517,114.46539130434783,74.17416572570801
Thu May 09 2024 21:18:00 GMT-0300 (Horário Padrão de Brasília),39.246051886251124,116.48222608695653,80.16220092773438
Thu May 09 2024 21:19:00 GMT-0300 (Horário Padrão de Brasília),39.161213391766175,118.16514782608695,61.654250686233105
Thu May 09 2024 21:20:00 GMT-0300 (Horário Padrão de Brasília),39.40433852179479,116.78942608695652,58.74567276392227
Thu May 09 2024 21:21:00 GMT-0300 (Horário Padrão de Brasília),39.716198543188526,117.53293913043478,55.41160220191592
Thu May 09 2024 21:22:00 GMT-0300 (Horário Padrão de Brasília),39.59561790519372,118.28090434782608,59.886286808894226
Thu May 09 2024 21:23:00 GMT-0300 (Horário Padrão de Brasília),40.00135014965181,117.09217391304347,67.61788504464286
Thu May 09 2024 21:24:00 GMT-0300 (Horário Padrão de Brasília),40.00802725338443,116.94525217391305,79.4464111328125
Thu May 09 2024 21:25:00 GMT-0300 (Horário Padrão de Brasília),40.00802725338443,116.94525217391305,107.61143077503552
Thu May 09 2024 21:26:00 GMT-0300 (Horário Padrão de Brasília),39.79868041282666,118.18295652173913,32.70396182411595
Thu May 09 2024 21:27:00 GMT-0300 (Horário Padrão de Brasília),40.0500537298191,119.17579130434784,25.068232698260612
Thu May 09 2024 21:28:00 GMT-0300 (Horário Padrão de Brasília),39.344244588201285,119.9193043478261,16.449704377547555
Thu May 09 2024 21:29:00 GMT-0300 (Horário Padrão de Brasília),39.25940609371634,114.66128695652174,21.73147490530303
Thu May 09 2024 21:30:00 GMT-0300 (Horário Padrão de Brasília),39.0029267562225,116.00139130434783,35.05147298177083
Thu May 09 2024 21:31:00 GMT-0300 (Horário Padrão de Brasília),39.63136004870358,116.98086956521738,125.3033955891927
Thu May 09 2024 21:32:00 GMT-0300 (Horário Padrão de Brasília),41.762534451830035,117.10998260869565,1.6442691578584558
Thu May 09 2024 21:33:00 GMT-0300 (Horário Padrão de Brasília),42.553967629548396,117.39937391304348,2.9850835385529892
Thu May 09 2024 21:34:00 GMT-0300 (Horário Padrão de Brasília),41.440855160241284,117.91137391304348,14.156827059659092
Thu May 09 2024 21:35:00 GMT-0300 (Horário Padrão de Brasília),40.22248011444359,118.17405217391304,17.78589884440104
Thu May 09 2024 21:36:00 GMT-0300 (Horário Padrão de Brasília),40.22248011444359,118.17405217391304,16.849798905222038
Thu May 09 2024 21:37:00 GMT-0300 (Horário Padrão de Brasília),40.75311347578231,117.77780869565217,5.461094297211746
Thu May 09 2024 21:38:00 GMT-0300 (Horário Padrão de Brasília),40.54376663522454,118.54358260869564,7.18536376953125
Thu May 09 2024 21:39:00 GMT-0300 (Horário Padrão de Brasília),41.203228821521876,117.25245217391304,7.519849141438802
Thu May 09 2024 21:40:00 GMT-0300 (Horário Padrão de Brasília),40.84187967834526,119.11791304347825,6.532126978824013
Thu May 09 2024 21:41:00 GMT-0300 (Horário Padrão de Brasília),40.65963402352574,120.8230956521739,9.527537027994791
Thu May 09 2024 21:42:00 GMT-0300 (Horário Padrão de Brasília),41.05004820647961,120.4313043478261,undefined
Thu May 09 2024 21:43:00 GMT-0300 (Horário Padrão de Brasília),45.03588636404085,119.18469565217391,241.5283203125
Thu May 09 2024 21:44:00 GMT-0300 (Horário Padrão de Brasília),44.503681919470935,120.10629565217393,213.0218505859375
Thu May 09 2024 21:45:00 GMT-0300 (Horário Padrão de Brasília),41.687122456732304,117.1055304347826,168.7175750732422
Thu May 09 2024 21:46:00 GMT-0300 (Horário Padrão de Brasília),40.09718622675518,118.15624347826088,246.0596720377604
Thu May 09 2024 21:47:00 GMT-0300 (Horário Padrão de Brasília),39.78179126809124,117.77780869565217,111.38580322265625
Thu May 09 2024 21:48:00 GMT-0300 (Horário Padrão de Brasília),43.224427398464144,118.43227826086957,199.5819091796875
Thu May 09 2024 21:49:00 GMT-0300 (Horário Padrão de Brasília),44.04021236626614,117.50622608695652,209.72798665364584
Thu May 09 2024 21:50:00 GMT-0300 (Horário Padrão de Brasília),43.94280520593157,117.77780869565217,174.74639892578125
Thu May 09 2024 21:51:00 GMT-0300 (Horário Padrão de Brasília),43.90784860403731,116.53119999999998,301.0747273763021
Thu May 09 2024 21:52:00 GMT-0300 (Horário Padrão de Brasília),41.1553107829702,116.88737391304346,73.04676600864956
Thu May 09 2024 21:53:00 GMT-0300 (Horário Padrão de Brasília),41.003308480351336,117.10107826086957,122.9949951171875
Thu May 09 2024 21:54:00 GMT-0300 (Horário Padrão de Brasília),40.38273060402627,119.02441739130434,65.90356826782227
Thu May 09 2024 21:55:00 GMT-0300 (Horário Padrão de Brasília),40.43496912146376,120.41349565217392,86.03244357638889
Thu May 09 2024 21:56:00 GMT-0300 (Horário Padrão de Brasília),39.67495760836945,120.47582608695653,undefined
Thu May 09 2024 21:57:00 GMT-0300 (Horário Padrão de Brasília),40.336383648705784,121.5087304347826,412.1406555175781
Thu May 09 2024 21:58:00 GMT-0300 (Horário Padrão de Brasília),40.881942300740924,120.98337391304348,487.2138977050781
Thu May 09 2024 21:59:00 GMT-0300 (Horário Padrão de Brasília),40.280217423190294,118.39666086956522,1005.438232421875
Thu May 09 2024 22:00:00 GMT-0300 (Horário Padrão de Brasília),42.92592158453563,117.8624,1123.3383178710938
Thu May 09 2024 22:01:00 GMT-0300 (Horário Padrão de Brasília),43.17218888102665,118.86859130434783,126.48984847530242
Thu May 09 2024 22:02:00 GMT-0300 (Horário Padrão de Brasília),41.67494656169048,118.09391304347827,145.65953572591147
Thu May 09 2024 22:03:00 GMT-0300 (Horário Padrão de Brasília),40.73465324781567,119.02886956521739,27.954693229830994
Thu May 09 2024 22:04:00 GMT-0300 (Horário Padrão de Brasília),40.66984606452856,119.35387826086956,51.3994718852796
Thu May 09 2024 22:05:00 GMT-0300 (Horário Padrão de Brasília),42.139201656510885,119.95937391304348,undefined
Thu May 09 2024 22:06:00 GMT-0300 (Horário Padrão de Brasília),43.486405527267195,119.37168695652174,1090.7073974609375
Thu May 09 2024 22:07:00 GMT-0300 (Horário Padrão de Brasília),43.71264151256038,116.63805217391305,660.699462890625
Thu May 09 2024 22:08:00 GMT-0300 (Horário Padrão de Brasília),42.940061333616455,117.71993043478261,410.9303792317708
Thu May 09 2024 22:09:00 GMT-0300 (Horário Padrão de Brasília),42.741319304869315,117.04319999999998,527.30712890625
Thu May 09 2024 22:10:00 GMT-0300 (Horário Padrão de Brasília),44.66275409663021,117.38156521739131,686.3388061523438
Thu May 09 2024 22:11:00 GMT-0300 (Horário Padrão de Brasília),43.17218888102665,117.88466086956521,465.87880452473956
Thu May 09 2024 22:12:00 GMT-0300 (Horário Padrão de Brasília),43.10266844804593,118.272,376.64451599121094
Thu May 09 2024 22:13:00 GMT-0300 (Horário Padrão de Brasília),43.219321377962736,116.6336,404.754638671875
Thu May 09 2024 22:14:00 GMT-0300 (Horário Padrão de Brasília),42.74760363779412,115.86337391304349,283.04779052734375
Thu May 09 2024 22:15:00 GMT-0300 (Horário Padrão de Brasília),42.2684232522773,116.35756521739131,503.7872314453125
Thu May 09 2024 22:16:00 GMT-0300 (Horário Padrão de Brasília),42.09638963846061,117.30142608695652,327.84996032714844
Thu May 09 2024 22:17:00 GMT-0300 (Horário Padrão de Brasília),42.11249324158043,117.70657391304348,565.9507751464844
Thu May 09 2024 22:18:00 GMT-0300 (Horário Padrão de Brasília),42.169837779519334,117.26580869565217,undefined
Thu May 09 2024 22:19:00 GMT-0300 (Horário Padrão de Brasília),42.17572934163634,117.1456,undefined
Thu May 09 2024 22:20:00 GMT-0300 (Horário Padrão de Brasília),42.04061618375291,117.71102608695652,undefined
Thu May 09 2024 22:21:00 GMT-0300 (Horário Padrão de Brasília),41.70086943500533,117.69321739130434,undefined
Thu May 09 2024 22:22:00 GMT-0300 (Horário Padrão de Brasília),41.89489821405886,119.28264347826088,undefined
Thu May 09 2024 22:23:00 GMT-0300 (Horário Padrão de Brasília),41.91296567121769,117.72883478260869,undefined